la_name,year,filled_posts,employees,vacant_posts,vacancy_rate,fte_posts,la_code
Warwickshire,2016,14500,11500,750.0,0.06365275074086243,9800.0,E10000031
Warwickshire,2017,14500,13500,700.0,0.04849511578678727,10000.0,E10000031
Warwickshire,2018,15000,14000,900.0,0.05981152669610983,10000.0,E10000031
Warwickshire,2019,14000,13000,800.0,0.05926406661945217,9600.0,E10000031
Warwickshire,2020,14000,13000,550.0,0.04128632830406159,9700.0,E10000031
Warwickshire,2021,12500,11500,1100.0,0.0914816487710009,9200.0,E10000031
Warwickshire,2022,13500,12500,1000.0,0.07604431542566802,10000.0,E10000031
Warwickshire,2023,13500,12500,800.0,0.05919552730699678,10000.0,E10000031
West Sussex,2016,21000,19000,1400.0,0.06816112462255826,15000.0,E10000032
West Sussex,2017,21500,19500,1500.0,0.07271263799711115,15500.0,E10000032
West Sussex,2018,21500,19500,1700.0,0.08190451344505524,15500.0,E10000032
West Sussex,2019,22000,19500,1600.0,0.07880889139235434,16000.0,E10000032
West Sussex,2020,22000,19500,1400.0,0.06874941732779154,16000.0,E10000032
West Sussex,2021,21000,18500,3000.0,0.14050507640349502,15500.0,E10000032
West Sussex,2022,21000,18500,2200.0,0.10710306758974152,16000.0,E10000032
West Sussex,2023,22500,19500,1600.0,0.07605126012459534,17000.0,E10000032
Worcestershire,2016,12500,11500,700.0,0.05647347869366735,8800.0,E10000034
Worcestershire,2017,13000,12500,1000.0,0.0738325893889357,9100.0,E10000034
Worcestershire,2018,13500,12500,1100.0,0.08305314365367443,9400.0,E10000034
Worcestershire,2019,14000,13000,950.0,0.06998870553900763,9700.0,E10000034
Worcestershire,2020,13500,12500,950.0,0.0705817119137684,9500.0,E10000034
Worcestershire,2021,13500,12000,1600.0,0.11446177266159359,9400.0,E10000034
Worcestershire,2022,13500,12500,1200.0,0.08854368494527494,10000.0,E10000034
Worcestershire,2023,14000,13000,1200.0,0.08263214668079066,10500.0,E10000034
Northamptonshire (combined),2016,19500,18500,1700.0,0.08018867924528301,14000.0,NORTHANTS_COMBINED
Northamptonshire (combined),2017,19500,18000,1400.0,0.06698564593301436,14000.0,NORTHANTS_COMBINED
Northamptonshire (combined),2018,19500,18000,1600.0,0.07582938388625593,13500.0,NORTHANTS_COMBINED
Northamptonshire (combined),2019,21000,18500,1900.0,0.08296943231441048,14500.0,NORTHANTS_COMBINED
Northamptonshire (combined),2020,22500,19500,1700.0,0.07024793388429752,15500.0,NORTHANTS_COMBINED
Northamptonshire (combined),2021,20600,17900,2400.0,0.10434782608695652,6600.0,NORTHANTS_COMBINED
Northamptonshire (combined),2022,20200,18200,2500.0,0.11013215859030837,7000.0,NORTHANTS_COMBINED
Northamptonshire (combined),2023,20900,18900,1650.0,0.07317073170731707,16400.0,NORTHANTS_COMBINED
